"Rural/Urban:- 1=Rural, 2=Urban",,,,,,,,,,,
"School Category : - Primary (1), Primary with Upper Primary (2), Primary with Upper primary and secondary/higher secondary (3), Upper primary only (4), Upper primary with secondary/higher secondary (5)",,,,,,,,,,,
,,,,,,,,,,,
"Management :- Department of Education (1), Tribal/Social Welfare Department (2), Local Body (3), Pvt. Aided (4), Pvt. Unaided (5), Others (6)",,,,,,,,,,,
,,,,,,,,,,,
School Code,State Name,District Name,Block Name,Village Name,School Name,Rural/Urban,School Category,School Management,Total Enrolment,Total Classroom,Student Classroom Ratio
28091401601,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,CHENNUR,2114027 - M.P.Primary School,1,1,3,161,4,40
28091400401,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,GUDUR,2114003 - M.P.Primary School,1,1,3,142,3,47
28091400402,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,GUDUR,2114004 - M.P.Primary School,1,1,3,48,1,48
28091401202,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,KONDAPUR,2114020 - M.P.Primary School,1,1,3,114,1,114
28091401002,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,LAKSHIMINARAYANAPUR,2114305 - M.P.U.P.School,1,2,3,185,4,46
28091401501,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,MAILARAM,2114026 - M.P.Primary School,1,1,3,50,1,50
28091401907,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,MALLAMPALLE,2114058  M.P.P..SCHOOL,1,1,3,190,4,48
28091401102,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,PALAKURTHY,2114018 - M.P.Primary School,1,1,3,53,1,53
28091401108,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,PALAKURTHY,2114604 - Z.P.High School,1,5,3,334,7,48
28091400701,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,THORRUR,2114054 - M.P.Primary School,1,1,3,154,3,51
28091401801,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,VALMIDI,2114029 - M.P.Primary School,1,1,3,46,1,46
28091401802,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,VALMIDI,2114030 - M.P.Primary School,1,1,3,162,4,41
28091402001,Andhra Pradesh                     ,WARANGAL,PALAKURTHY,VAVILALA,2114033 - M.P.Primary School,1,1,3,213,2,107
28093901001,Andhra Pradesh                     ,WARANGAL,PARKAL,CHARLAPALLE,2139012 - M.P.Primary School,1,1,3,121,3,40
28093901804,Andhra Pradesh                     ,WARANGAL,PARKAL,PARKAL,2139025 - M.P.Primary School,1,1,3,61,1,61
28093901806,Andhra Pradesh                     ,WARANGAL,PARKAL,PARKAL,2139027 - M.P.Primary School,1,1,3,113,2,57
28093901828,Andhra Pradesh                     ,WARANGAL,PARKAL,PARKAL,2139610 - Govt.High School,1,5,1,170,4,43
28093902001,Andhra Pradesh                     ,WARANGAL,PARKAL,RAJIPET,2139029 - M.P.Primary School,1,1,3,81,2,41
28093900202,Andhra Pradesh                     ,WARANGAL,PARKAL,VARIKOLE,2139003 - M.P.Primary School,1,1,3,172,4,43
28093201302,Andhra Pradesh                     ,WARANGAL,PARVATHAGIRI,BURUGUMADLA,2132042 - M.P.Primary School,1,1,3,47,1,47
28093200401,Andhra Pradesh                     ,WARANGAL,PARVATHAGIRI,CHINTHA NEKKONDA,2132014 - M.P.Primary School,1,1,3,63,1,63
28093200906,Andhra Pradesh                     ,WARANGAL,PARVATHAGIRI,PARVATHAGIRI,2132034 - M.P.Primary School,1,1,3,79,1,79
28093201103,Andhra Pradesh                     ,WARANGAL,PARVATHAGIRI,RAVOOR,2132038 - M.P.Primary School,1,1,3,51,1,51
28093200801,Andhra Pradesh                     ,WARANGAL,PARVATHAGIRI,SOMARAM,2132025 - M.P.Primary School,1,1,3,55,1,55
28090700304,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,ASHWARAOPALLE,2107016 - M.P.Primary School,1,1,3,131,2,66
28090701201,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,GOVARDHANAGIRI,2107051 - M.P.Primary School,1,1,3,170,2,85
28090701902,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,KODUR,2107313 - M.P.U.P.School,1,2,3,124,2,62
28090701101,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,KOMALLA,2107030 - M.P.Primary School,1,1,3,175,4,44
28090701302,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,KURUCHAPALLE,2107052 - M.P.Primary School,1,1,3,127,2,64
28090700805,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,NIDIGONDA,2107604 - Z.P.High School,1,5,3,205,5,41
28090700204,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,QILESHAPUR,2107008 - M.P.Primary School,1,1,3,46,1,46
28090700215,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,QILESHAPUR,2107053 - M.P.Primary School,1,1,3,113,2,57
28090701002,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,RAGHUNATHPALLE,2107029 - M.P.Primary School,1,1,3,71,1,71
28090700401,Andhra Pradesh                     ,WARANGAL,RAGHUNATHPALLY,VELDI,2107017 - M.P.Primary School,1,1,3,184,2,92
28091701102,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,GATTIKAL,2117306 - M.P.U.P.School,1,2,3,134,1,134
28091700201,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,KESHAVAPUR,2117005 - M.P.Primary School,1,1,3,121,1,121
28091700205,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,KESHAVAPUR,2117602 - Z.P.High School,1,5,3,60,1,60
28091700104,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,KOLANUPALLE,2117004 - M.P.Primary School,1,1,3,208,3,69
28091700105,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,KOLANUPALLE,2117601 - Z.P.High School,1,5,3,104,2,52
28091700901,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,KONDAPUR (P.R),2117029 - M.P.Primary School,1,1,3,137,3,46
28091700303,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,KONDURU,2117603 - Z.P.High School,1,5,3,268,5,54
28091700702,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,KOTHURU,2117022 - M.P.Primary School,1,1,3,95,2,48
28091700703,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,KOTHURU,2117023 - M.P.Primary School,1,1,3,47,1,47
28091701705,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,MURIPIRALA,2117307 - M.P.U.P.School,1,2,3,162,2,81
28091701302,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,MYLARAM,2117038 - M.P.Primary School,1,1,3,85,2,43
28091701005,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,OOKAL (P.R),2117060 - M.P.Primary School,1,1,3,204,3,68
28091700805,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,PERIKAID,2117028 - M.P.Primary School,1,1,3,127,2,64
28091700502,Andhra Pradesh                     ,WARANGAL,RAIPARTHY,THIRMALAYAPALLE,2117062 - MPPS,1,1,3,105,2,53
28094001301,Andhra Pradesh                     ,WARANGAL,REGONDA,CHINNAKODEPAKA,2140022 - M.P.Primary School,1,1,3,153,3,51
28094001303,Andhra Pradesh                     ,WARANGAL,REGONDA,CHINNAKODEPAKA,2140024 - M.P.Primary School,1,1,3,44,1,44
28094001403,Andhra Pradesh                     ,WARANGAL,REGONDA,JAGGAIAHPET,2140608 - Z.P.High School,1,5,3,217,4,54
28094001008,Andhra Pradesh                     ,WARANGAL,REGONDA,KANAPARTHY,2140035 - MP PRIMARY SCHOOL,1,1,3,154,3,51
28094001009,Andhra Pradesh                     ,WARANGAL,REGONDA,KANAPARTHY,2140613 - ZPSS KANIPARTHY,1,5,3,124,2,62
28094000503,Andhra Pradesh                     ,WARANGAL,REGONDA,RAMANNAGUDEM,2140303 - M.P.U.P.School,1,2,3,132,3,44
28094000602,Andhra Pradesh                     ,WARANGAL,REGONDA,TIRUMALAGIRI,2140012 - M.P.Primary School,1,1,3,48,1,48
28093300802,Andhra Pradesh                     ,WARANGAL,SANGAM,LOHITHA,2133013 - M.P.Primary School,1,1,3,46,1,46
28093301401,Andhra Pradesh                     ,WARANGAL,SANGAM,MONDRAI,2133026 - M.P.Primary School,1,1,3,103,2,52
28093301101,Andhra Pradesh                     ,WARANGAL,SANGAM,SANGEM,2133018 - M.P.Primary School,1,1,3,93,1,93
28093301003,Andhra Pradesh                     ,WARANGAL,SANGAM,THEEGARAJUPALLE,2133017 - M.P.Primary School,1,1,3,150,3,50
28093301006,Andhra Pradesh                     ,WARANGAL,SANGAM,THEEGARAJUPALLE,2133607 - Z.P.High School,1,5,3,184,4,46
28093801201,Andhra Pradesh                     ,WARANGAL,SHAYAMPET,NEREDPALLE,2138016 - M.P.Primary School,1,1,3,161,4,40
28094804902,Andhra Pradesh                     ,WARANGAL,THADVAI,POCHA PUR,2148057 - GOVT MINI GURUKULAM POCHA,1,1,2,139,3,46
28094802504,Andhra Pradesh                     ,WARANGAL,THADVAI,TADVAI,2148056 - M.P.Primary School,1,1,3,102,2,51
28091800503,Andhra Pradesh                     ,WARANGAL,THORRUR,AMMAPURAM,2118059 - MPPS AMMAPURAM,1,1,3,279,2,140
28091802201,Andhra Pradesh                     ,WARANGAL,THORRUR,CHIKATAIPALEM,2118310 - M.P.U.P.School,1,2,3,225,2,113
28091801902,Andhra Pradesh                     ,WARANGAL,THORRUR,CHITYAL,2118037 - M.P.Primary School,1,1,3,186,3,62
28091800301,Andhra Pradesh                     ,WARANGAL,THORRUR,GURTHUR,2118002 - M.P.Primary School,1,1,3,201,4,50
28091801801,Andhra Pradesh                     ,WARANGAL,THORRUR,HARIPIRYALA,2118032 - M.P.Primary School,1,1,3,293,4,73
28091801805,Andhra Pradesh                     ,WARANGAL,THORRUR,HARIPIRYALA,2118605 - Z.P.High School,1,5,3,169,4,42
28091801301,Andhra Pradesh                     ,WARANGAL,THORRUR,KANTAIPALEM,2118027 - M.P.Primary School,1,1,3,167,2,84
28091800401,Andhra Pradesh                     ,WARANGAL,THORRUR,KHANAPUR,2118003 - M.P.Primary School,1,1,3,83,2,42
28091800804,Andhra Pradesh                     ,WARANGAL,THORRUR,NANCHARIMADUR,2118060 - MPPS JAYANTHICOLONY,1,1,3,154,2,77
28091801102,Andhra Pradesh                     ,WARANGAL,THORRUR,THORRUR,2118024 - M.P.Primary School,1,1,3,224,2,112
28091801103,Andhra Pradesh                     ,WARANGAL,THORRUR,THORRUR,2118025 - M.P.Primary School,1,1,3,93,2,47
28091801119,Andhra Pradesh                     ,WARANGAL,THORRUR,THORRUR,2118609 - A P SOCIAL WELFARE LONG T,1,5,2,213,5,43
28094600402,Andhra Pradesh                     ,WARANGAL,VENKATAPUR,LAXMIDEVIPET,2146014 - M.P.Primary School,1,1,3,72,1,72
28094600406,Andhra Pradesh                     ,WARANGAL,VENKATAPUR,LAXMIDEVIPET,2146018 - M.P.Primary School,1,1,3,42,1,42
28094600901,Andhra Pradesh                     ,WARANGAL,VENKATAPUR,PALAMPET,2146031 - M.P.Primary School,1,1,3,174,4,44
28094600101,Andhra Pradesh                     ,WARANGAL,VENKATAPUR,PEDDAPUR,2146001 - M.P.Primary School,1,1,3,156,2,78
28095190201,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL,2151001 - Govt.Primary School,2,1,1,320,5,64
28095190203,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL,2151003 - Govt.Primary School,2,1,1,213,2,107
28095190207,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL,2151007 - Govt.Primary School,2,1,1,162,3,54
28095190208,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL,2151008 - Govt.Primary School,2,1,1,360,5,72
28095190211,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL,2151011 - Govt.Primary School,2,1,1,254,6,42
28095190220,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL,2151020 - Govt.Primary School,2,1,1,296,2,148
28095190221,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL,2151021 - Govt.Primary School,2,1,1,217,5,43
28095190225,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL,2151025 - Govt.Primary School,2,1,1,167,4,42
28095190235,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL,2151035 - Govt.Primary School,2,1,1,93,2,47
28095190604,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL-2,2151107 - Govt.Primary School,2,1,1,210,5,42
28095190726,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL-3,2151606 - Govt.High School,2,5,1,255,6,43
28095190730,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL-3,2151610 - Govt.High School(Girls),2,5,1,232,5,46
28095190806,Andhra Pradesh                     ,WARANGAL,WARANGAL,WARANGAL-4,2151686 - Govt.High School,2,5,1,195,4,49
28091201301,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,DAMMANNAPETA,2112024 - M.P.Primary School,1,1,3,262,5,52
28091201001,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,KAKKIRALAPALLE,2112018 - M.P.Primary School,1,1,3,51,1,51
28091201002,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,KAKKIRALAPALLE,2112048 - M.P.Primary School,1,1,3,160,1,160
28091201003,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,KAKKIRALAPALLE,2112622 - Z.P.High School,1,5,3,121,2,61
28091200802,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,KATRYAL,2112015 - M.P.Primary School,1,1,3,145,2,73
28091201801,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,LIABERTHY,2112034 - M.P.Primary School,1,1,3,135,3,45
28091200302,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,PUNNELU,2112047 - M.P.Primary School,1,1,3,200,3,67
28091200304,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,PUNNELU,2112621 - Z.P.High School,1,5,3,156,2,78
28091200206,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,SINGARAM,2112049 - M.P.Primary School,1,1,3,67,1,67
28091200601,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,UPPARAPALLE,2112011 - M.P.Primary School,1,1,3,124,3,41
28091201601,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,WARDHANNAPET,2112027 - M.P.Primary School,1,1,3,259,5,52
28091201605,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,WARDHANNAPET,2112031 - M.P.Primary School,1,1,3,43,1,43
28091201611,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,WARDHANNAPET,2112308 - M.P.U.P.School,1,2,3,178,1,178
28091201613,Andhra Pradesh                     ,WARANGAL,WARDHANNAPET,WARDHANNAPET,2112612 - Z.P.High School,1,5,3,421,8,53
28154100102,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,ACHANTA,0541002 - M.P.Primary School,1,1,3,105,2,53
28154100108,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,ACHANTA,0541008 - M.P.Primary School,1,1,3,41,1,41
28154100109,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,ACHANTA,0541009 - M.P.Primary School,1,1,3,81,2,41
28154100117,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,ACHANTA,0541047 - M.P.Primary School,1,1,3,50,1,50
28154100807,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,ACHANTA VEMAVARAM,0541042 - M.P.Primary School,1,1,3,52,1,52
28154100808,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,ACHANTA VEMAVARAM,0541043 - M.P.Primary School,1,1,3,44,1,44
28154100811,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,ACHANTA VEMAVARAM,0541046 - M.P.Primary School,1,1,3,52,1,52
28154101002,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,BHIMALAPURAM,0541058 - M.P.Primary School,1,1,3,103,2,52
28154100301,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,PEDAMALLAM,0541024 - M.P.Primary School,1,1,3,77,1,77
28154100907,Andhra Pradesh                     ,WEST GODAVARI,ACHANTA,VALLURU,0541055 - M.P.Primary School,1,1,3,45,1,45
28153401403,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,A.I.BHEEMAVARAM,0534034 - M.P.Primary School,1,1,3,48,1,48
28153401202,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,AJJAMURU,0534029 - M.P.Primary School,1,1,3,45,1,45
28153401002,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,AKIVEEDU,0534018 - M.P.Primary School,1,1,3,105,2,53
28153401004,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,AKIVEEDU,0534020 - SKVRR MP Primary School,1,1,3,129,2,65
28153401005,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,AKIVEEDU,0534021 - M.P.Primary School,1,1,3,56,1,56
28153401007,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,AKIVEEDU,0534023 - M.P.Primary URDU (B) Scho,1,1,3,45,1,45
28153401011,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,AKIVEEDU,0534027 - M.P.Primary School,1,1,3,109,1,109
28153401019,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,AKIVEEDU,0534605 - Z.P.High School(Girls),1,5,3,265,6,44
28153401502,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,CHERUKUMILLI,0534036 - M.P.Primary School,1,1,3,82,2,41
28153400901,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,DUMPAGADAPA,0534014 - M.P.Primary School,1,1,3,42,1,42
28153400904,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,DUMPAGADAPA,0534303 - M.P.U.P.School,1,2,3,170,3,57
28153400602,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,KOLLAPARRU,0534016 - M.P.Primary School,1,1,3,42,1,42
28153400605,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,KOLLAPARRU,0534301 - M.P.U.P.School,1,2,3,96,2,48
28153401301,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,KUPPANAPUDI,0534030 - M.P.Primary School,1,1,3,42,1,42
28153400203,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,PEDAKAPAVARAM,0534003 - M.P.Primary School,1,1,3,45,1,45
28153400702,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,SIDDAPURAM,0534012 - M.P.Primary School,1,1,3,48,1,48
28153400703,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,SIDDAPURAM,0534013 - M.P.Primary School,1,1,3,42,1,42
28153400706,Andhra Pradesh                     ,WEST GODAVARI,AKIVEEDU,SIDDAPURAM,0534302 - M.P.U.P.School,1,2,3,242,5,48
28153200501,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,ATTILI,0532009 - M.P.Primary School,1,1,3,120,2,60
28153200502,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,ATTILI,0532010 - M.P.Primary School,1,1,3,121,2,61
28153200503,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,ATTILI,0532011 - M.P.Primary School,1,1,3,90,2,45
28153200507,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,ATTILI,0532015 - M.P.Primary School (R),1,1,3,46,1,46
28153200509,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,ATTILI,0532017 - M.P.Primary Schoo (R)l,1,1,3,142,2,71
28153200510,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,ATTILI,0532018 - M.P.Primary School (HP),1,1,3,91,2,46
28153200304,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,BALLIPADU,0532601 - Z.P.High School,1,5,3,284,7,41
28153201005,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,EDURU,0532046 - M.P. PRIMARY SCHOOL,1,1,3,113,2,57
28153200402,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,GUMMAMPADU,0532008 - M.P.Primary School (NO.2),1,1,3,49,1,49
28153200902,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,KOMMARA,0532027 - M.P.Primary School (SPU),1,1,3,52,1,52
28153200703,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,MANCHILI,"0532022 - M.P.Primary School(,NO,1)",1,1,3,48,1,48
28153200202,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,TIRUPATIPURAM,0532047 - M.P.P.SCHOOL,1,1,3,205,5,41
28153200101,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,VARIGHEDU,0532001 - M.P.Primary School,1,1,3,49,1,49
28153200104,Andhra Pradesh                     ,WEST GODAVARI,ATTILI,VARIGHEDU,0532045 - MP.PRIMARY SCHOOL,1,1,3,221,5,44
28152000904,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,AGADALLANKA,0520025 - M.P.Primary School,1,1,3,45,1,45
28152000905,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,AGADALLANKA,0520026 - M.P.Primary School,1,1,3,103,2,52
28152000303,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,BHIMADOLE,0520006 - M.P.Primary School,1,1,3,131,3,44
28152000304,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,BHIMADOLE,0520007 - M.P.Primary School,1,1,3,96,2,48
28152000308,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,BHIMADOLE,0520601 - Z.P.High School,1,5,3,1035,19,54
28152000801,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,GUNDUGOLANU,0520019 - M.P.Primary School,1,1,3,307,5,61
28152000808,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,GUNDUGOLANU,0520605 - Z.P.High School,1,5,3,519,10,52
28152000601,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,KODURUPADU,0520013 - M.P.Primary School,1,1,3,45,1,45
28152000101,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,POLASANIPALLI,0520001 - M.P.Primary School,1,1,3,106,1,106
28152000102,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,POLASANIPALLI,0520002 - M.P.Primary School,1,1,3,94,1,94
28152000710,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,PULLA,0520045 - M.P.P.SCHOOL,1,1,3,158,3,53
28152000201,Andhra Pradesh                     ,WEST GODAVARI,BHIMADOLE,SURAPPAGUDEM,0520003 - M.P.Primary School,1,1,3,75,1,75
28153600101,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,ANNAVARAM,0536001 - M.P.Primary School (SPL),1,1,3,44,1,44
28153601404,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BETHAPUDI,0536048 - M.P.Primary School,1,1,3,42,1,42
28153690101,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536064 - B.V.R.M .MPL ELE. SCHOOL,2,1,3,88,2,44
28153690104,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536067 - MAHATMA GANDHI  MPL. ELE.,2,1,3,157,2,79
28153690106,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536069 - M.P.L.  ELE. SCHOOL,2,1,3,126,3,42
28153690109,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536072 - L.B.S. MPL. ELE. SCHOOL,2,1,3,44,1,44
28153690110,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536073 - MPL. ELE. SCHOOL,2,1,3,91,2,46
28153690111,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536076 - MPL. ELE. SCHOOL,2,1,3,42,1,42
28153690116,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536081 - MPL. ELE. SCHOOL,2,1,3,105,1,105
28153690118,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536083 - MPL. ELE. SCHOOL,2,1,3,50,1,50
28153690119,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536085 - N.N. MPL. ELE. SCHOOL,2,1,3,140,3,47
28153690121,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536087 - MPL  ELE  SCHOOL (NEW),2,1,3,41,1,41
28153690139,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536110 - GANDHI NAGAR MPL ELE SCHO,2,1,3,43,1,43
28153690175,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536115 - RAJEEV K M E SCH,2,1,3,44,1,44
28153690153,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,BHEEMAVARAM,0536610 - SUS  MPL. HIGH SCHOOL,2,5,3,154,3,51
28153600401,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,CHINAMIRAM,0536010 - M.P.Primary School (MAIN),1,1,3,160,3,53
28153601302,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,DIRUSUMARRU,0536039 - M.P.Primary School,1,1,3,48,1,48
28153601303,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,DIRUSUMARRU,0536040 - M.P.Primary School,1,1,3,41,1,41
28153601306,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,DIRUSUMARRU,0536043 - M.P.Primary School,1,1,3,54,1,54
28153601208,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,LOSARIGUTTAPADU,0536033 - M.P.Primary School (SPL),1,1,3,42,1,42
28153601210,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,LOSARIGUTTAPADU,0536035 - M.P.Primary School,1,1,3,114,2,57
28153601212,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,LOSARIGUTTAPADU,0536037 - M.P.Primary School (SPL),1,1,3,44,1,44
28153601215,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,LOSARIGUTTAPADU,0536123 - M.P.P.SCHOOL,1,1,3,154,3,51
28153601216,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,LOSARIGUTTAPADU,0536305 - M.P.U.P.School,1,2,3,196,3,65
28153600302,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,NARASIMHAPURAM,0536008 - M.P.Primary School NO 2,1,1,3,44,1,44
28153600303,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,NARASIMHAPURAM,0536009 - M.P.Primary School,1,1,3,46,1,46
28153600501,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,RAYALAM,0536012 - M.P.Primary School NO 1,1,1,3,96,2,48
28153600502,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,RAYALAM,0536013 - M.P.Primary School NO 2,1,1,3,105,2,53
28153600801,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,TADERU,0536014 - M.P.Primary School (M),1,1,3,182,4,46
28153600802,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,TADERU,0536015 - M.P.Primary School (SPL),1,1,3,105,2,53
28153601502,Andhra Pradesh                     ,WEST GODAVARI,BHIMAVARAM,TUNDURRU,0536052 - M.P.Primary School (SPL),1,1,3,82,2,41
