STCode,DTCode,DTName,SDTCode,SDTName,TVCode,Name
28,553,Anantapur,05345,Bukkapatnam,000000,Bukkapatnam
28,553,Anantapur,05346,Kothacheruvu,000000,Kothacheruvu
28,553,Anantapur,05347,Chennekothapalle,000000,Chennekothapalle
28,553,Anantapur,05348,Ramagiri,000000,Ramagiri
28,553,Anantapur,05349,Roddam,000000,Roddam
28,553,Anantapur,05350,Madakasira,000000,Madakasira
28,553,Anantapur,05351,Amarapuram,000000,Amarapuram
28,553,Anantapur,05352,Gudibanda,000000,Gudibanda
28,553,Anantapur,05353,Rolla,000000,Rolla
28,553,Anantapur,05354,Agali,000000,Agali
28,553,Anantapur,05355,Parigi,000000,Parigi
28,553,Anantapur,05356,Penukonda,000000,Penukonda
28,553,Anantapur,05357,Puttaparthi,000000,Puttaparthi
28,553,Anantapur,05358,Obuladevaracheruvu,000000,Obuladevaracheruvu
28,553,Anantapur,05359,Nallacheruvu,000000,Nallacheruvu
28,553,Anantapur,05360,Tanakal,000000,Tanakal
28,553,Anantapur,05361,Amadagur,000000,Amadagur
28,553,Anantapur,05362,Gorantla,000000,Gorantla
28,553,Anantapur,05363,Somandepalle,000000,Somandepalle
28,553,Anantapur,05364,Hindupur,000000,Hindupur
28,553,Anantapur,05364,Hindupur,803012,Hindupur (M)
28,553,Anantapur,05365,Lepakshi,000000,Lepakshi
28,553,Anantapur,05366,Chilamathur,000000,Chilamathur
28,554,Chittoor,00000,Chittoor,000000,Chittoor
28,554,Chittoor,00000,Chittoor,803014,Tirupati (M Corp. + OG)
28,554,Chittoor,00000,Chittoor,803020,Palamaner (M + OG)
28,554,Chittoor,05367,Mulakalacheruvu,000000,Mulakalacheruvu
28,554,Chittoor,05368,Thamballapalle,000000,Thamballapalle
28,554,Chittoor,05369,Peddamandyam,000000,Peddamandyam
28,554,Chittoor,05370,Gurramkonda,000000,Gurramkonda
28,554,Chittoor,05371,Kalakada,000000,Kalakada
28,554,Chittoor,05372,Kambhamvaripalle,000000,Kambhamvaripalle
28,554,Chittoor,05373,Rompicherla,000000,Rompicherla
28,554,Chittoor,05374,Yerravaripalem,000000,Yerravaripalem
28,554,Chittoor,05375,Tirupati (Rural),000000,Tirupati (Rural)
28,554,Chittoor,05375,Tirupati (Rural),803014,Tirupati (M Corp. + OG) (Part)
28,554,Chittoor,05376,Renigunta,000000,Renigunta
28,554,Chittoor,05377,Yerpedu,000000,Yerpedu
28,554,Chittoor,05378,Srikalahasti,000000,Srikalahasti
28,554,Chittoor,05378,Srikalahasti,803013,Srikalahasti (M)
28,554,Chittoor,05379,Thottambedu,000000,Thottambedu
28,554,Chittoor,05380,Buchinaidu Kandriga,000000,Buchinaidu Kandriga
28,554,Chittoor,05381,Varadaiahpalem,000000,Varadaiahpalem
28,554,Chittoor,05382,K.V.B.Puram,000000,K.V.B.Puram
28,554,Chittoor,05383,Tirupati (Urban),000000,Tirupati (Urban)
28,554,Chittoor,05383,Tirupati (Urban),803014,Tirupati (M Corp. + OG) (Part)
28,554,Chittoor,05383,Tirupati (Urban),803014,Tirupati (M Corp.)
28,554,Chittoor,05384,Chandragiri,000000,Chandragiri
28,554,Chittoor,05385,Chinnagottigallu,000000,Chinnagottigallu
28,554,Chittoor,05386,Pileru,000000,Pileru
28,554,Chittoor,05387,Kalikiri,000000,Kalikiri
28,554,Chittoor,05388,Valmikipuram,000000,Valmikipuram
28,554,Chittoor,05389,Kurabalakota,000000,Kurabalakota
28,554,Chittoor,05390,Pedda Thippasamudram,000000,Pedda Thippasamudram
28,554,Chittoor,05391,B.Kothakota,000000,B.Kothakota
28,554,Chittoor,05392,Madanapalle,000000,Madanapalle
28,554,Chittoor,05392,Madanapalle,803015,Madanapalle (M + OG)
28,554,Chittoor,05392,Madanapalle,803015,Madanapalle (M)
28,554,Chittoor,05393,Nimmanapalle,000000,Nimmanapalle
28,554,Chittoor,05394,Sodam,000000,Sodam
28,554,Chittoor,05395,Pulicherla,000000,Pulicherla
28,554,Chittoor,05396,Pakala,000000,Pakala
28,554,Chittoor,05397,Vedurukuppam,000000,Vedurukuppam
28,554,Chittoor,05398,Ramachandrapuram,000000,Ramachandrapuram
28,554,Chittoor,05399,Vadamalapeta,000000,Vadamalapeta
28,554,Chittoor,05400,Narayanavanam,000000,Narayanavanam
28,554,Chittoor,05401,Pichatur,000000,Pichatur
28,554,Chittoor,05402,Satyavedu,000000,Satyavedu
28,554,Chittoor,05403,Nagalapuram,000000,Nagalapuram
28,554,Chittoor,05404,Nindra,000000,Nindra
28,554,Chittoor,05405,Vijayapuram,000000,Vijayapuram
28,554,Chittoor,05406,Nagari,000000,Nagari
28,554,Chittoor,05406,Nagari,803016,Nagari (M)
28,554,Chittoor,05407,Puttur,000000,Puttur
28,554,Chittoor,05407,Puttur,803017,Puttur (M)
28,554,Chittoor,05408,Karvetinagar,000000,Karvetinagar
28,554,Chittoor,05409,Penumuru,000000,Penumuru
28,554,Chittoor,05410,Puthalapattu,000000,Puthalapattu
28,554,Chittoor,05411,Irala,000000,Irala
28,554,Chittoor,05412,Somala,000000,Somala
28,554,Chittoor,05413,Chowdepalle,000000,Chowdepalle
28,554,Chittoor,05414,Ramasamudram,000000,Ramasamudram
28,554,Chittoor,05415,Punganur,000000,Punganur
28,554,Chittoor,05415,Punganur,803018,Punganur (M)
28,554,Chittoor,05416,Peddapanjani,000000,Peddapanjani
28,554,Chittoor,05417,Gangavaram,000000,Gangavaram
28,554,Chittoor,05417,Gangavaram,803020,Palamaner (M + OG) (Part)
28,554,Chittoor,05418,Thavanampalle,000000,Thavanampalle
28,554,Chittoor,05419,Srirangarajapuram,000000,Srirangarajapuram
28,554,Chittoor,05420,Gangadhara Nellore,000000,Gangadhara Nellore
28,554,Chittoor,05421,Chittoor,000000,Chittoor
28,554,Chittoor,05421,Chittoor,803019,Chittoor (M + OG)
28,554,Chittoor,05421,Chittoor,803019,Chittoor (M)
28,554,Chittoor,05422,Palamaner,000000,Palamaner
28,554,Chittoor,05422,Palamaner,803020,Palamaner (M + OG) (Part)
28,554,Chittoor,05422,Palamaner,803020,Palamaner (M)
28,554,Chittoor,05423,Baireddipalle,000000,Baireddipalle
28,554,Chittoor,05424,Venkatagirikota,000000,Venkatagirikota
28,554,Chittoor,05425,Santhipuram,000000,Santhipuram
28,554,Chittoor,05426,Gudupalle,000000,Gudupalle
28,554,Chittoor,05427,Kuppam,000000,Kuppam
28,554,Chittoor,05428,Ramakuppam,000000,Ramakuppam
28,554,Chittoor,05429,Bangarupalem,000000,Bangarupalem
28,554,Chittoor,05430,Yadamarri,000000,Yadamarri
28,554,Chittoor,05431,Gudipala,000000,Gudipala
28,554,Chittoor,05432,Palasamudram,000000,Palasamudram
